BOXLEA31,Leather Box Gold 32x32x4cm,1422
40014,Cocoa Butter Subs. (1x25kg),240
D119-573-3 Gold,Small Bucket Gold 573-3,2744
AL010 Roll 8cm,AL010 Roll 8cm,6.3
WG12C437P,LARGE BABY CERAMIC PINK,72
WA-RND 01,12 Choc. Circle Dark Coconut,26
SSGIFT3SP,SSGIFT3SP,34
D094-Cloth bag,Cloth Bag D094,2400
BWT26,BABY WOODEN TRAY (PINK DOLPHIN),53
TRAWD076,Tray 37x37cm,4562
A1-0270-28 PINK,A1-0270-28 PINK,507
807,GRADUATION RESIN,2382
H01 NO2 Brown2 Rect,Basket Brown Rectangular W/Yellow Line 27x22CM,525
SAS-MXNT480,Sanabel Mix Nuts 480g,772
SST-590,Stickers Sweety Van,240
PN02,Pinnacle Selection,35
40109-10,Organic Oat Flakes (25 Kg),8
SSGIFT06MA,SANABEL GIFT 06M-A,777
MDL1024,Moulds,64
ET-HH026,EASTER DECORATION,505
SSGIFT18SP,Sanabel Gift 18S-P,16
B36890-3,Gold Tray (D155),1045
Q6-333-342,Paper Box,182
AR07 Roll 10.5cm,AR07 Roll 10.5cm,174.6
0009,Ball Pen (Black),30
AR13 Roll 8cm,AR13 Roll 8cm,183.4
ASC-A25,Azura Chocolate-Jacqueline,1685.7
004A blue,D119 PE Flower Blue,500
40133B,Tea Biscuits 24x154g),19221
BK000,Baklawa Mix,2546
CP019 Roll 7.7CM,CP019 Roll 7.7CM,41.9
MN02,Malban Nougat Variety,30
20012,Clear Plastic # 613 (1x48),8
BOXMX048,Haleeb Heil Cafe- Rahesh Halawa Box,844
0052,Staple Wire Remover,20
YG682,FONDUE SET,730
A-83-ORANGE,LEATHER STAND,8
B3-7130-13 Blue,B3-7130-13 Tray Blue,240
YQ13678-161-1,Plastic Tray,1446
D40-A11,D40-WOODEN STICKER,413
20204,Carton5 Ply-Brown PG-770x450x450,20620
D015-DHZ5,RECTANGLE W/ PLEXI-GOLD,4
SA1062P9-1B,12.7*9.3*4.2 CM BROWN PVC,682
HJ06,Hajj Chocolate Praline,20
GQ-014,Silicone Chocolate Mould,10
PF36,Petitfour-Strawberry Biscuit W/ White Choco,503
03335-02,03335-02 Green (D101),30
A-SAD,A-Real Chocolate,400
SSGIFT3MC,Sanabel Gift 3M-C,24
SSGIFT ARABIC TRAY 55 NEW,SANABEL ARABIC TRAY 55 NEW,274
BK355SUF TINCAN,BAKLAWA SUFIST TIN CAN,40
B3-7023-2 PINK,Wooden Table With Umbrella Pink,346
N50060,CAKE DECORATION,16308
HKB024312,RIBBON 1.5" X 10y,312
B37149-4-2,Accessories (D155),42
D011-TRAYBIGORANGE,Z,88
EC34,EASTER EGG IN GREEN CUP 55GM,276
BOXSS110,Sanabel Basbousa Regular Box,13197
YCG24-0250-C001,RIBBON,117
BLIS-SS001,Sanabel Blister-Small Circle-hala Manzali 500g,2100
HA04,HAIL WAZAFARAN CHOC PAPER PINK,210
LCP018,POWDER PEARL RUBY 25GR,6
Z-7-2/A-20-8-3 Blue,Table & Tray Z-7-2/A-20-8-3 Blue,2
F-2 blue,D119-Flower With Basin Blue,1267
POA4,FC POLKA ANIS,6264
B4-9248-3 GRAY,B4-9248-3 GRAY,200
EC43,EASTER GIFT TRAY,4
03774-1,Xmas Blue Bucket,801
BAGCL01,Chocolala Bag 19x19x19 (paris),8000
20196-1,AUE NEPOLITAN BAND STICKER,2000
NB152b,Milk Plain Or With Nuts,198.5
NUC12,Unwrapped Chocolate-Stallion,407
PT-9000 Mat,PT-9000 Silicon Mat,3499
RT190-140,RT190-140,1200
BWT23,BABY WOODEN TRAY (GIRL),6
S049-20825,Glassware,225
CARI-COFFEEBEANS,COFFEE BEANS DIPPED IN DARK CHOCO,350
US-SQ-PLAIN,Squares-Plain Choco 50%,460
D120-ACCESS 001 Blue,Accessory-Trolly Blue,187
SST HALA TAM OVL,Sticker Hala Tamreya Oval (3x1.5cm),420000
SAS-MDLN-JAR,Sanabel Madlen Jar 275g,46141
FLOWER D094-2,FLOWER D094,69
CP028 CD,CAPPUCINO BEIGE -CHOCO D,20
A-83-YELLOW,LEATHER STAND,2
MY1267C-G,DECORATION,172
ZMP0046,CABAS ARGENT VERGE,1515
EC9,ENGRAVED BUNNY CHOCO PRALINE 11GM,740
SSGIFT3LB,SANABEL GIFT 3L-B,176
D41-DT4,DOUBLE TAPE 4CM,16118
A1-0325-B18,WOODEN STICKER - TREE,64
D022-STICKER RAMADAN,STICKER RAMADAN,16
AS01,Arabesque Collection Cashew,571.5
SSGIFT3SC,Sanabel Gift 3S-C,1715
SSGIFT53M-A,SANABEL GIFT 53M-A,977
D40-A37D M,STICKER DUCK MALE,97
20825,Glassware,265
MODEL16,QURAAN ACCESSORIES,9
SSGIFT ARABIC TRAY 40 NEW,SANABEL GIFT NEW ARABIC TRAY 40,228
D021-PAPERBOX 12,PAPER BOX 8.5*8.5*3 Ramadan Karim Brown W/blister,10632
D-CF-9,TRAY,6
SST-LAL,STICKER LALS,62852.5
RBAKERY10,Choco Cookies Box 300g,8
BWT27,BABY WOODEN TRAY (BEE),14
KF468B,SMALL BABY BOTTLE BLUE,496
PNS4,FC PINSON 120X260,5934
FILL05,FILLING- HAZELNUT MILK GIANDUJA,28
BLISTER04,BLISTER-3in1,8100
BOXES 038,CANDEM-Date Roll,376
SAS-BD-50g,Sanabel-Coffee Beans Dipped In Choco-50g,14698
N50067,CAKE DECORATION,38760
SSGIFT59MA,SANABEL GIFT 59M-A,110
SAS-TMRCUPS EMPTY,SANABEL EMPTY TAMRIYA CUPS,6000
CUP3,CUPCAKES,1760
D120-S05 Pink,D120-Stiker Baby On Moon Pink,27
NUC02,Unwrapped Chocolate-Stallion,1064
WADRTINCAN 80GMS,Waldorf Astoria Dragees Tin Can 80gms,420
RC03WH-2015,White Chocolate Block,12
TRAWD058,Wooden Tray 40x30,312
D011-TRAYBIG GREEN,D011-TRAYBIG GREEN,16
SAS-OREO-02,Sanabel Al Salam- Oreo 1kg,6204
D021-PAPERBOX 02-B,PAPER BOX 8*3*3 Ramadan Brown No Blister,3650
CW-2359,MOULD,385
BOXSS109,Sanabel Basbousa Caramel Box,7280
YEF32-0250-C209,RIBBON,224
DR06,Dates Roll With Nougat & Broken Almond (DR06),9
RG72808,RIBBON 2.5mm X 10y,20
LW04,Light Weight Camilla,1356
B3-7135-6 PINK,B3-7135-6 PINK,2400
00047,Ink For Expiry Date Bar Code Printer,110
SSGIFT27LB,SANABEL GIFT 27L-B,186
D011-TRAY SMALL BLUE,Z,9
ASC-A17,Azura Chocolate-Domenica,4070.8
3172 DP,041-SH211-2 DARK PINK,439
RCW-Arabsque,Arabesque White Chocolate,1250
40153,Prafine Oil (Lebanon),53
D-006,Silicon Cake Mould,9
W06CC,Wafer Collection- Compound Choco,10
ASC-A14,Azura Chocolate-Vermont,3764.5
CC002,Chocolate Paper Its A Boy,750
SSGIFT001 95011SG,SANABEL GIFT 001 95011SG,721
SST CANDY G,Sticker Cotton Candy Gold,1000
BLIS-NB010,Square Blister Large Tamriya,905
BOXES 009,Norman Box,882
AMS03,Armoush Pista,34
40090M,Kingdom Dates- Plastic Box W/dates 250g,150
Z-7-3/A-20-25-1 Blue,Table & Tray Z-7-3/A-20-25-1 Blue,24
CP030 Roll 7.7mm,CP030 Roll 7.7mm,232.29
T032,SMALL FLOWER-RIBBON (1X100/PKT,60
BOXMX002,National Day Dubai Box (w/flowers),2
A1-0325-B16,WOODEN STICKER- SNOWMAN,45
EC 021,Mr. & Mrs. Bunny Small (175g),2
SSGIFT42MA,Sanabel Gift 42M-A,24
N015,CHOCOLATE PAPER,245
US-CH-MILK,Chunks-Whole Milk Choco 30%,380
1504,23" Square Plate,64
BC009-3 Brown,Basket Brown,134
N30056,CAKE DECORATION,8580
DY1-1536-F,Flower,10306
40049-4,Oreo Biscuits Vanilla Flavour (36x176Grms),230
SSGIFT5LA,Sanabel Gift 5L-A,34
9253,BABY RESIN,4
W07,Bisct Roll W/hazelnut Latte Enrobed In Milk Choc & Coconut,680.5
SASBRW07,Sanabel Gift BRW07,2
H327878-8,H327878-8,2420
W03,Wafer Collection,116
SBK,Smiley Books 200g,5480
TRAWD001,Wooden Tray Golden (Set Of 3 Sizes),984
YJ12-411 Yellow,YJ12-411 Yellow,12
NUS21,Stella Collection,10
B3-7135-12 BLUE,B3-7135-12 BLUE,3360
B10654-1-O,Accessories (D155),1786
SA1062P10-3S,15.5*15.5*4.2 CM SILVER PVC,16
CH14DR-2009,Violet Chocolate Dragee,336
FO11456,Glass Plate 38.5x35.5x6 Cm Gold Color FO11456,672
LCP311,POWDER LAKE ORANGE 25GR,3
SAS-Asst-Mam500g,Sanabel-Assorted Mamoul 500g,46499
SA932A9-3,Box,72
K8541,Tray 14.5",561
SA1062P10-1S,11.5*11.5*4.2 CM SILVER PVC,12
D-012,Silicon Cake Mould,9
343632DY,GLASS VASE (SILVER PLATED BASE),10
SS05,Spring Selection Chocolate,50
D043-BOX 2,NATIONAL DAY DECORATIONS(10.5x13.x1.6cm),6
SSGIFT09SA,SANABEL GIFT 09S-A,430
D-038,Silicon Cake Mould,9
BOXSS129,Tin Sleeve 6 Baby Fine Chocolate Blue,2000
ASCC-A04,Azura Compound Chocolate,304
SLABS 11,Slabs- Cookies And Ulmer Chunks,328
ZA1262,SMALL LAMP/LANTERN (PC),644
SAS-PB-Cornflake-Pink,Sanabel-Cornflake-7*9*7-Pink,4800
SAS-CGRST TIN,SANABEL CIGAR ROLL STICKS TIN CAN,7674
GIFT 014,Chocolate Gift Tray,17
FN02,Finger Nougat,551
20200-PG,Petit Gourmet-Metallic Wraps,232.38
YAA60,Ribbon,12
CREPE 15W,CLEAR WRAPPED CREPE OREO CTN (1 X 135PCS),14
SSGIFT03MB,SANABEL GIFT 03M-B,376
B009 Blue,Basket Blue,44
D006-M-7,PLEXI STICK ON SQUARE-PURPLE,8071
M11 Roll 8cm,M11 Roll 8cm,107.75
AL06 90MM,Chocolate Paper,14.21
SLSS010,Tin Sleeve Big Rect. Mamoul Date,12290
BB01- BLUE,LEATHER TRAY,6
DY1-3694-P,Flower,5154
NT0600,Wallnuts,1642
10041,G575 - Oven Grill Cleaner,80
CP016 Roll 7.5cm,CP016 Roll 7.5cm,370.53
CHMS003,Santa Riding A Car 150g,6
ASC-89030,TURNDOWN CHOCOLATE (PUR COLOR MILK CHOCO W HAZELNUT CREAM,17500
SP-BOXES 02,TWO LAYER BOX (5X5 CHOCOLATE) BLACK VELVET,1916
GR016,GARDENIA CHOCOLATE PAPER,240
D140A,RIBBON,100
ADC4,FC ART DECO CINEMA 120X260,3584
SSGIFT2LB,Sanabel Gift 2L-B,28
NT0402,Peanut Red Plain,800
A10270-4-Blue,Wooden Stickers (D151),562
SAS-CR500,SANABEL CRUNCH 500G,41423
PC3003,Mould,89
BLISTER24,NAPOLITAIN - SQ. TRAY,5000
CP030 Roll 7.5cm,CP030 Roll 7.5cm,228.87
SSGIFT82MP,SANABEL GIFT 82M-P,34
B39308-1,B39308-1,400
D41-WB1,WOODEN BOX BLACK,414
A10270-23-Pink,Wooden Sticker (D151),725
SST- Al Jodia,Stickers Al Jodia,30
BT02,CHOCOLATE PAPER,818
17255 Blue,BABY RESIN BLUE,100
3308,TIN BOX (03774-1),156
TS6444,TRANSFER SHEET,351
EASTER PVC10,Easter Pvc Box Medium Hen (8X13.5X14),300
A1-0270-8-BLUE,A1-0270-8-BLUE,516
RD04112,RIBBON - 25yrds,115
SSGIFT78L,Sanabel Gift 78L,62
BAR 02,DRIED COCONUT W DARK CHOCOLATE 108G,70
STB018 P,BOX W/ PVC BIG--PINK,910
N60114,CAKE DECORATION,2240
SSGIFT21MA,Sanabel Gift 21M-A,134
PL008,LIGHT GREEN,110
17-12A79-C273P,PROCELAIN WARE,17
D-031,Silicon Cake Mould,9
24X20 BROWN,PAPER CUPS BROWN,12
EASTER PVC14,Easter Pvc Box Egg W/ Ribbon (14.5X16.5X22),50
CB-003-PINK,Z,19
Q7-A8,Wooden Sticker (1x25),10
SASTRAY03,Sanabel Arabic Tray Gift 03,6
SSARGIFT2C,SANABEL ARABIC GIFT 2C,300
SAS-MAM-MD,Sanabel Mamoul Mad,1216
TRAWD103,Wooden Tray Beige 85x43x13(oman),2
CP003 Roll 8.3cm,CP003 Roll 8.3cm,305.76
RSGIFT12,Raseel Gifts KSA 12,4
ASCC-A14,Azura Compound Chocolate,500
ZT-01,Cake Turn Table,6
A1-0270-39 ORANGE,A1-0270-39 ORANGE,143
Z12P0058,CABAS VERT LIME VERGE,2703
187479-514,Plastic Tray,50
AL006 Roll 7cm,AL006 Roll 7cm,3
ASC-BAR2,Chocolate Bar (50g),21640
A1-0380,CARD,52
SLS-Asateer03,Sleeve Asateer Tamriya,1000
DISCO22,UNDER-CAKE ROUND PLATES,18
MASK PURPLE,Z,7
SSGIFT16LB,Sanabel Gift 16L-B,120
LP06,VANILLA CREAM AND CINNAMON,293
DR-MARBLEALMOND,MARBLE ALMOND DRAGEE,363.5
VM00SP-2024,Coloured Vermicelli,1488
SSGIFT52MC,SANABEL GIFT 52M-C,72
M06,Nougat, Malban, Hazelnut Gianduja,145
BTN 1090,MOULD,237
BCO4,SACS FC BOUCLE D'OR,1000
REB4,FC RESILLE BLANC 120X260,13686
BAGCAT003,CATCOOT BAG 50*40*40CM,6120
MX06DR-2009,Coconut Maxi Dragee,916
40080,T. Wafer Hazelnut,1715
S-7040/PL-013,S-7040/PL-013,24602
Machine 45Kg,Machine (Maestria) 45Kg FBM,6
CP018,SOPHISTICATED MAROON,760
BYE1001D	,Baby Accessories,280
930-2-3,TRAY (2/S),66
24008AB,CHRISTMAS ACCE. (WOOD LADDER),1
D153-bus Box-Pink,Sanabel Bus Box-D153 Pink,2200
187335-279,Plastic Tray,216
JC2Clear/PL-JC2-S,Plastic Jelly Cup,15499
B10654-3-B,Accessories (D155),1044
BTN 1059,Choclate Moulds,64
SSGIFT015SB,SANABEL GIFT 015S-B,570
RC26112,Silver Mesh Ribbon With Square 1.5"X25ys,641
PF68,Petitfour-Vanilla/Chocolate Sable,45
PC-1624,Mould,34
Z13P0002,KIT 50 CABAS BLANC VERGE 18X8X21,3662
SSGIFT6MA,SSGIFT6MA,22
TRAWD118,Wooden Tray,10
D41-YLA2108B2/S,CHRISTMAS ITEM,187
XG2-3356S,Ceramics Round Snack Plate,504
RSGIFT10,Raseel Gifts KSA 10,4
TMGIFT012,TAMRIYA GIFT 012,124
20032,Foam Tray Big (1x500),34
RL236012C,GRADUATION RESIN,307
SST-BT4,Stickers And Street Chocolate Rect,35
40003-1,Chocolate Brown Color,46
ASC-AKJ 03,S2- CHOCOLATE,24965.5
TAMCUP-PISTACHIO,TAMRIYA CUP W PISTACHIO,2646
BWT21,BABY WOODEN TRAY (GIRL BUTTERFLY),39
SASGIFT-TRAY 031,SANABEL GIFT TRAY 031,5038
SST-SHAHEED,STICKER SHAHEED-RECTANGLE,520
CP022,DELIGHTFUL PINK,515.65
SSGIFT4MPTEDDY,Sanabel Gift 4M-P Teddy,138
BOXMX035,CATCOOT CAKE BOX 20*20*12CM,4500
XG2-3356,Ceramics Round Snack Plate,513
BTN 1131,MOULD,300
0068,HP 951 XL Black,36
11056003000006,Normal Chocolate Gift 265,16
SSGIFT35SB,Sanabel Gift 35SB,380
B39308-11 Silver,B39308-11 Silver,96
BC009-3 Blue,Basket Blue,469
FM15,Flavors Of Malban,146
SST GLOSSY,Sticker Glossy W/ Mobile No.,100000
NB30b,Milk Plain Or With Nuts,25
N05,Nougat,136
ZME4,ZAZIE MENTHE,4058
ASCC-A01,Azura Compound Chocolate,4495
SST-SWS.AE,STICKER SWISS INTERNATIONAL,1080
NDC17,Date Roll With Almond Croquant,90
CP019 Roll 8.3cm,CP019 Roll 8.3cm,120.8
D021-PAPERBOX 19,Brown Paper Box With Ribbon W/ Blister,354
BOXSS090,Oreo Line Box-caramel Creame Brulee,3300
B10893-3,Accessories (D155),265
AT052-0100-15-1340 LN,Peach-Lined(1cm X 15m)Lined,310
11056003000045,Normal Chocolate Gift 210,58
MA1638,CHOCOLATE MOULD,19
S18004-20351,Glassware,165
B39308-3 Pink,B39308-3 Pink,520
GR015,GARDENIA CHOCOLATE PAPER,220
SSGIFT015SA,SANABEL GIFT 015S-A,681
WG13C664-1P	,Baby Accessories,385
N007,CHOCOLATE PAPER DESIGN,550
B3-7130-14 Gold,B3-7130-14 Tray Gold,240
MMPT-5kg,Mamoul Pistachio 5Kg,1730
NT0103,Almond Roasted,461.8
BOXSS051,Mix Nuts-Box SAS,790
DY1-3734-B,Flower,3775
BAGCAT002,CATCOOT BAG 32.5*32.5*23CM,2888
D027-BBASKET-P,BABY BASKET-PINK,124
CP015 M,CHOCOLATE PAPER LIGHT BLUE,60
CT11,Handmade Coffee Tart,24
D197-PAPERBOX17GR,D197-PAPERBOX17 Green,2000
SST S-BEAM,Sweet Beam Sticker,1000
PDF04,PATE DI FRUIT STRAWBERRY,18
D-099,Silicon Cake Mould,9
CT18,Handmade Coffee Tart,9
CG-04 Brown,Box 40x10 (D145) Brown,920
NDC26,Date Roll With Macademia In Milk Chocolate,18
SSGIFT49MW,Sanabel GIft 49M-W,334
D40-A41-B,BABY STAND ACSS,12
CR05FL-2020,White Hazelnut (Latte) Filling 25kg,490
A10270-26-Blue,Wooden Stickers (D151),709
10024-3,Anichem ABDG 52,20
MN500,Malban Mix 500g,22084
CP033,SILVER,578.88
0025,HP 12A,22
09BYR-S,DECORATION,162
CP044,IT'S A BOY BLUE,390
EL016,Tub Pink (D157),720
PBC 03,PRALINE FILLING PBC 03 23G,386
TINPG002,BAKLAWA TIN (ARABSQUE DESIGN),4354
CP012,BLUE OCEAN,470
SSGIFT75MB,SANABEL GIFT 75M-B,321
40109-3,Organic Agave Syrup (1x285),16
K01323DL,GLASS VASE (CHROME PLATED BASE),58
B37069-8-P,Accessories (D155),1040
RSGIFT01,Raseel Gifts KSA 01,4
A-112-2-1/A-20-6(2)-1Blue-L,Stand & Tray Blue A-112-2-1/A-20-6(2)-1 Large,43
20153,PVC Box 25x16x3,1600
BOXSS053,Mawale Roll Box-Big SAS,180
SAS-9PCSCHOCOBOX,SANABEL 9 PCS CHOCOLATE BOX 100GM TRANSFERPAPER,7592
DY1-1536-B,Flower,12103
S18008-20825,Glassware,166
6256,HOLDER ON POT(PC),32
MDL1040,MDL1040,56
MNMX,Malban Mix,19224
SSGIFT84L,Sanabel Gift 84L,36
BTN-1045,MOULD,64
FB02,Ferrero Balls Hazelnut Filling,628
40089A,Bulk Butter Sweet Cream Unsalted (USA),1608
D076-SOCEDO BOX 2,SOCEDO PAPERBOX 28.5X15.5X7.5CM,1580
SP956LP11-P,CHOCOLATE BOX-PINK,50
40004-4,Chocolate Colour (Orange100grm),4
CR06FL-2020-25,Praline Filling (25% Hazelnut)-25kg,2522
SSGIFT2MA,SANABEL GIFT 2M-A,7
RC94312,GOLD METTALICE RIBBON,627
D119-PB Silver-1,D119-Paper Box Silver Type 1,4759
K-044D,Silicon Cake Mould,9
De-81964,Crunchy Puffs Cream Cheese & Chives (4x350g),3079
B10822-4 Pink,Ribbon,51
DK630,PEARL ACCESSORIES 10PCS/PKT,3
RE107,RIBBON,477
LP13,HAZELNUT GIANDUJA,217
A1-0270-16,A1-0270-16,242
NUS02,Stella Collection,210
BK-Pcs-1Kg,Baklawa In Wrapped Pcs (loose),80
BEC02,Baklawa Exotica- Redberries Croquant,27.5
BOXMX032,CATCOOT CAKE BOX 27*27*15CM,4400
GD06,Gourmet Dates,5
G1262P-1889-22.5,GLASS PLATE,8
BOXLEA47,Leather Box Silver 27.7x9.5x5.5Cm,1157
EW201,STICKER,298
C4-BKMIX 250G,CARREFOUR BAKLAWA MIX 250G,150
STB019 G,BOX W/ PVC SMALL--GOLD,704
MIXM4,FC POLYKRAPT ORANGE 120X260,4405
PBC 11,PRALINE FILLING PBC 11 10G,10
SSGIFT46SD,SSGIFT46SD,6
F2-2100418,CHIRSTMAS DECOR (basket)GOLD,1
SF01NG-2020,Dark Chocolate Sugar Free (611CN0170),3920
G1150P-2207E-17,17" Rect. Plate,960
B39308-6 PINK,B39308-6 PINK,96
ES0055A,SQUARE GREEN TIN BOX W/ WINDOW,2826
CREATIVE-013A/PL-013A,CRYSTAL CUP/PLASTIC LID,32188
Machine 7 Kg,Machine (Prima) 7kg,5
CQ300g-Lulu,Lulu-Croquant 300g,2418
187826-279,Plastic Tray,334
20052C,Die Cut Carton Big - Gardenia,4050
AT052-0100-P374 LN,2.5cm X15m RIBBON-DARK BLUE,2076
NDC21,Date Roll With Pistachio Marzipan In Milk Chocolate,15
DEG4,FC DELICATE GOLD 120X260,7084
XE80005-A,TIN BUCKET,33
PN09,Pinnacle Selection,25
M13 Roll 7.7mm,M13 Roll 7.7mm,189.95
PBC 05,PRALINE FILLING PBC 05 14G,20
BTN 1111,MOULD,143
40223A,Sodium Bicarbonate,50
M-GIFT004,MICE CORPORATE GIFTS,4
G002,CHOCOLATE PAPER SILVER,576.2
A1-0270-22 PINK,A1-0270-22 PINK,240
MX06CDR-2009,Tiramisu Maxi Dragee,935
D078-Line box-Blue,D078-Sanabel Line Box (4608) Blue,1528
KAY011/PL-KAY011,CRYSTAL CUP/PLASTIC LID,13576
MT-BTBSTDTS 250G,MOTIVATORS BOX W STUFFED DATES 250G,30
B36890-8S,Silver Tray Rectangle 12x20,1041
SA1067P-4B,21.5*9*4.5 CM BROWN PVC,8
B10822-10 Pink,Ribbon,116
BWT29,BABY WOODEN TRAY (FAIRY),1
SA1023P9S,17*12.5*4.5 CM SILVER PVC,36
BTN 1112,MOULD,48
YG572,7PCS FONDUE SET,604
SMAMM,SAUDI MAMOUL MOMALLAH,23
D-044,Silicon Cake Mould,10
GR030,GARDENIA CHOCOLATE PAPER,240
BKSF800,Baklawa Sugar Free 800g,3364
MN32,Malban Nougat Variety,231
MB BAG01,CHOCOLATE BAR-P.BAG 20.5*25.5*11CM,30000
20121-PW,Plain White Carton(53x36x20.5) Halalwa,43964
BB800,Baklawa Balloria 800g,18
SSGIFT21S,Sanabel Gift 21S,6
Strass - Flower,Strass - Flower,810
A1-0229D ( S& B),DBW19-PLAIN SHINY WRAPPING-20P,120
TRAWD067,Wooden Tray 30x23,680
A41E01,Glass Bowl W/cover,452
CT01- Tray- Oval,Cake Tray Oval,2000
RB GIFT003,50g Cigar Roll In Tin Can,150
HC06,Unwrapped Chocolate-Handmade,218.5
D057-133-138,SANABEL PAPER BOX,5984
US-DUOFLO-WHITE,Duo Flowers-White Choco & Beetred,212
PN04,Pinnacle Selection,25
C-3003,Silicon Cake Mould,9
MN42,Malban Nougat Variety,1188
P10,Poetes Chocolate-Tara,1338
78046,DECORATION,27
PT-9013,Mould,58
D076-SOCEDO BOX 4,SOCEDO PAPER SMALL,16000
Orange Peel dip,Orange Peel Dipped In Choco W/croquant,10
SAS-Crispy-Ch,Sanabel Crispy Chocolate,19094
AL06DR-2009,White Almond Dragee,2906
20142,PLASTIC POUCH ``3*5,467
BOXMX043,Box For Samples Of Benoit Dragee,400
SASGIFT-TRAY 022,SANABEL GIFT TRAY 022,656
BK-PCs-200g,Assorted Metalic Wrapped Baklawa 200g,7516
P04,Poetes Chocolate-Shakespeare,5804.25
D159-PAPERBOX 02 B,D159-PAPERBOX 02 B,13059
AAC11-D119,Jewellery Accessory,1100
D006-HB-1,PLEXI STICK ON - BUTTERFLY,43
ACC20-D100,Jewellry Items,342
GIFT 016,Chocolate Gift Tray,34
SST-ARYAF 1,STICKER ARYAF BIG SQUARE,720
B39308-11 Gold,B39308-11 Gold,96
NM000,Namoura,1976
DL10081-2,FLOWER (1x12),774
EL002,PINK STRIPE,60
261939DL,GLASS VASE (CHROME PLATED BASE),29
E38640-1-Red,Accessory Flower Red,2076
AF0513051-1B,TRAIN CERAMIC,320
W02,Wafer Collection - Real Choco,4492.3
B3-7023-13,Wooden Horses Green,137
B39308-9 Blue,B39308-9 Blue,96
20038,Nylon Tex (1x10),1005
G1218YP-2233E-16,ROUND PLATE 16",24
A10270-10-Pink,Wooden Stickers (D151),3
3417-GIRL,GRADUATION RESIGN GIRL,182
C49362-3,Accessories (D155),108
FILL07,FILLING- ALMOND MILK GIANDUJA,5
0051,Scissor 3M,2
187479-279,Plastic Tray,51
ANC5,FC BRODERIE,2180
187481-279,Plastic Tray,892
Cutter No. 41,Plunger Cutter No. 41,9
E08,EASTER MEDIUM CHICKEN,90
MY12706,HAJJ BAG BROWN (1X12),1889
CL-BOXES 019,THE BAKER -DATES WITH CHOCOLATE BOX,2607
11056003000009,Normal Chocolate Gift 225,20
TMGIFT023,TAMRIYA GIFT 023,110
SP956LP11-GR,CHOCOLATE BOX-GREEM,50
BLISTER02,BLISTER-BALLORIA,7400
B36890-6S,Silver Tray Circle 15.5x15.5,1061
S049-20351,Glassware,225
TRAWD035,Wooden Tray Gold 50x34CM Silver,429
BLIS-SS019,Sanabel Blister-Big Rect.-Mamoul Choco616g,20100
AR05,ARABESQUE LIGHT PINK,290
CC02BL-2015,Milk Compound Block,21350
SA1067P-4G,21.5*9*4.5 CM GOLDEN PVC,112
0053,Plastic Ruler,20
LT0099,RESIN CAMEL,1383
BOXPG029,Mann-o-Salwa Box PG,1490
BOXCL023,Chocolal Box (Europe Cities) 28x28,6000
D197-PAPERBOX04PU,D197 Paper Box03 Purple,2000
FB13,Ferrero Balls With Chocolate And Enrobed With Crushed Pista,495.5
40004,Apricot Jam (4x3.5g),62
MAC01,MACARON ORANGE,518
BS-F25,Biscuit Filling (25Kg),24150
BOXMX026B,CATCOOT CHOCOLATE 1 KG-Blue 34.5*20*6CM,3816
20052A-1,Plain White Diecut Small 2.5Kg (33x22x120mm),109717
PVCTray30.5x20cm,PVC Tray (7 Lines, Width 30.5cmx Length 20cm),40000
SSARGIFT10,SANABEL ARABIC GIFT 10,2368
0533-3,Net Roll,3
MDL 1112,Cacao Custom Mould, 16 Part Bar,150
MIXM3,FC POLYKRAPT ORANGE 100x220,4900
TRAWD056,Wooden Tray 40x30,344
CW-2356,MOULD,50
BOXSS060B,New Petifour Box 1/2 Kg SAS,10333
BLIS-SS020,Sanabel Blister-Big Rect.-Choco Dates880g,17400
GZ01SL-2022,Ghazal Banat "Small" Plain,12408
H327878-11,H327878-11,2558
K-034,Big Silicon Cake Mould 600x400mm,9
Big Ribbon Sattan,Ribbon Sattan (12 Inch),425
SAS-BAR-BOX-BABY,SANABEL BAR BOX BABY PINK & BLUE,33030
NUS26,Stella Collection,24
SST-MORRINA,MORRINA STICKERS,640
C4-9360-2,Tub Blue (D157),720
HR10CH-2009,Beige Heart Chocolate,24
SSGIFT ARABIC TRAY 50 NEW,SANABEL ARABIC TRAY 50 NEW,96
S049-20120,Glassware,225
20010A,Clear Plastic #610 (1x24),2
AF123-0100-C022,2.5cm X 15m RIBBON-YELLOW/ORNG,1118
DY1-3694-G,Flower,17120
B10893-5,Accessories (D155),285
BOXPG020,Croquant No Brand PG,10069
T02-A1-0484-SILVER,T02-A1-0484-SILVER,86
SSGIFTXS09,Sanabel Gift XS09,110
ASC-AMG,Almond Milk Gendoya,20
TS6418,TRANSFER SHEETS,561
SLLZ4-J670FB,FREEZER,4
NT0110,Almond Stick,140
NATDAY020,Natioanl Day Box (12.5x12.5x3CM),661
MDL 1026,MDL 1026 (Mould),150
T02-A1-0484-GOLD,T02-A1-0484-GOLD,714
A08,BABY ACCESSORY WOOD,4
VCH07,I LOVE YOU/I MISS YOU BAR CHOCOLATE,2
E38646-2-W,Accessories (D155),2469
CR05FL-2020-5,White Hazelnut Filling 5kg,349
BOXSS061A,Chocolate Box 1/2 Kg Copper Foil SAS,211
SST589,Sticker - Samar,105
